gameid,gameid_num,away,home,tm,line,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts
20150114SASCHA,0021400574,SAS,CHA,SAS,-200,total,,240,37,85,8,21,16,20,,6,36,42,27,27,7,12,11,10,98
20150114SASCHA,0021400574,SAS,CHA,CHA,170,total,,240,33,86,4,13,23,35,,15,33,48,15,18,4,10,10,11,93
20150114HOUORL,0021400575,HOU,ORL,HOU,-500,total,,240,42,83,9,26,20,23,,10,28,38,26,19,11,20,6,1,113
20150114HOUORL,0021400575,HOU,ORL,ORL,400,total,,240,44,90,9,26,23,26,,10,29,39,22,19,14,15,1,6,120
20150114MEMBKN,0021400576,MEM,BKN,MEM,-300,total,,240,39,83,3,17,22,29,,14,27,41,18,19,13,9,3,1,103
20150114MEMBKN,0021400576,MEM,BKN,BKN,250,total,,240,36,75,10,26,10,12,,6,30,36,19,25,5,18,1,3,92
20150114NOPDET,0021400577,NOP,DET,NOP,155,total,,240,39,80,8,21,19,23,,11,36,47,23,18,4,12,7,10,105
20150114NOPDET,0021400577,NOP,DET,DET,-175,total,,240,34,73,8,22,18,23,,3,27,30,23,16,8,7,10,7,94
20150114PHITOR,0021400578,PHI,TOR,PHI,1700,total,,240,31,80,3,19,19,31,,11,34,45,13,22,10,12,8,2,84
20150114PHITOR,0021400578,PHI,TOR,TOR,-7900,total,,240,38,82,10,29,14,22,,10,39,49,26,24,7,17,2,8,100
20150114WASCHI,0021400579,WAS,CHI,WAS,200,total,,240,40,78,5,15,20,25,,10,33,43,29,24,4,15,4,5,105
20150114WASCHI,0021400579,WAS,CHI,CHI,-240,total,,240,34,79,13,27,18,24,,8,25,33,18,21,10,12,5,4,99
20150114ATLBOS,0021400580,ATL,BOS,ATL,-240,total,,240,36,73,10,29,23,27,,6,29,35,23,12,13,12,7,2,105
20150114ATLBOS,0021400580,ATL,BOS,BOS,200,total,,240,34,83,11,33,12,14,,13,27,40,22,23,5,16,2,7,91
20150114DALDEN,0021400581,DAL,DEN,DAL,175,total,,240,41,100,9,37,16,20,,10,29,39,24,25,8,8,5,7,107
20150114DALDEN,0021400581,DAL,DEN,DEN,-210,total,,240,41,82,4,19,28,35,,11,40,51,25,25,6,16,7,5,114
20150114MIAGSW,0021400582,MIA,GSW,MIA,1200,total,,240,30,71,6,18,23,27,,11,30,41,19,19,5,17,4,5,89
20150114MIAGSW,0021400582,MIA,GSW,GSW,-3000,total,,240,38,81,13,29,15,19,,10,26,36,29,21,5,13,5,4,104
20150114LACPOR,0021400583,LAC,POR,LAC,145,total,,240,37,88,8,23,18,19,,7,37,44,20,22,9,7,2,1,100
20150114LACPOR,0021400583,LAC,POR,POR,-165,total,,240,35,87,6,26,18,20,,11,37,48,22,18,5,12,1,2,94
20150115OKCHOU,0021400584,OKC,HOU,OKC,130,total,,240,35,81,11,29,20,28,,10,33,43,25,19,8,17,9,3,101
20150115OKCHOU,0021400584,OKC,HOU,HOU,-150,total,,240,41,86,16,36,14,19,,11,30,41,25,19,12,12,3,9,112
20150115NYKMIL,0021400585,NYK,MIL,NYK,280,total,,240,28,68,8,22,15,20,,5,31,36,22,32,5,21,6,2,79
20150115NYKMIL,0021400585,NYK,MIL,MIL,-340,total,,240,28,72,8,18,31,42,,14,30,44,21,17,13,15,2,6,95
20150115CLELAL,0021400586,CLE,LAL,CLE,-270,total,,240,37,78,9,30,26,36,,12,26,38,14,15,8,9,3,1,109
20150115CLELAL,0021400586,CLE,LAL,LAL,230,total,,240,39,76,8,24,16,23,,8,27,35,26,26,4,11,1,3,102
20150116DETIND,0021400587,DET,IND,DET,100,total,,240,32,85,13,31,21,24,,15,34,49,17,17,6,15,5,4,98
20150116DETIND,0021400587,DET,IND,IND,-120,total,,240,40,89,6,18,10,12,,12,32,44,22,20,8,12,4,5,96
20150116MEMORL,0021400588,MEM,ORL,MEM,-230,total,,240,40,87,3,14,23,29,,9,38,47,27,19,8,11,5,4,106
20150116MEMORL,0021400588,MEM,ORL,ORL,190,total,,240,36,79,9,24,15,20,,5,34,39,22,22,5,15,4,5,96
20150116NOPPHI,0021400589,NOP,PHI,NOP,250,total,,240,29,75,4,17,19,29,,15,40,55,17,19,5,18,6,10,81
20150116NOPPHI,0021400589,NOP,PHI,PHI,-300,total,,240,36,80,7,22,17,27,,9,30,39,22,20,12,8,10,6,96
20150116BKNWAS,0021400590,BKN,WAS,BKN,450,total,,240,37,81,4,12,24,31,,8,31,39,18,19,12,10,4,5,102
20150116BKNWAS,0021400590,BKN,WAS,WAS,-600,total,,240,31,73,4,17,14,16,,8,29,37,23,26,6,19,5,4,80
20150116CHIBOS,0021400591,CHI,BOS,CHI,-220,total,,240,48,89,13,25,10,12,,8,28,36,28,14,12,7,6,4,119
20150116CHIBOS,0021400591,CHI,BOS,BOS,180,total,,240,42,85,5,16,14,16,,11,34,45,29,16,5,13,4,6,103
20150116ATLTOR,0021400592,ATL,TOR,ATL,-130,total,,240,42,69,12,23,14,16,,4,28,32,30,17,7,17,6,3,110
20150116ATLTOR,0021400592,ATL,TOR,TOR,110,total,,240,35,82,6,25,13,17,,12,23,35,20,16,7,17,3,6,89
20150116GSWOKC,0021400593,GSW,OKC,GSW,-115,total,,240,42,92,9,24,22,28,,13,30,43,24,14,10,14,2,2,115
20150116GSWOKC,0021400593,GSW,OKC,OKC,-105,total,,240,51,97,10,22,15,19,,16,38,54,27,21,8,14,2,2,127
20150116DENDAL,0021400594,DEN,DAL,DEN,320,total,,240,34,83,9,25,12,25,,13,39,52,23,27,6,15,3,2,89
20150116DENDAL,0021400594,DEN,DAL,DAL,-400,total,,240,33,79,8,25,23,29,,10,42,52,22,23,7,14,2,3,97
20150116PORSAS,0021400595,POR,SAS,POR,165,total,,240,37,74,6,19,16,20,,2,30,32,20,15,6,16,6,4,96
20150116PORSAS,0021400595,POR,SAS,SAS,-190,total,,240,42,94,11,29,15,17,,15,34,49,34,18,12,12,4,6,110
20150116MINPHX,0021400596,MIN,PHX,MIN,1000,total,,240,42,91,8,22,7,12,,13,23,36,26,14,6,10,3,5,99
20150116MINPHX,0021400596,MIN,PHX,PHX,-2000,total,,240,48,87,5,15,9,11,,15,31,46,18,16,5,16,5,3,110
20150116LALUTA,0021400597,LAL,UTA,LAL,310,total,,240,31,65,3,7,20,27,,8,34,42,7,9,6,19,5,7,85
20150116LALUTA,0021400597,LAL,UTA,UTA,-370,total,,240,36,85,12,31,10,10,,12,26,38,24,21,11,12,7,5,94
20150116MIASAC,0021400598,MIA,SAC,MIA,140,total,,240,35,74,8,17,17,21,,6,32,38,26,15,9,9,6,1,95
20150116MIASAC,0021400598,MIA,SAC,SAC,-160,total,,240,32,75,7,16,12,14,,6,29,35,20,20,3,15,1,6,83
20150116CLELAC,0021400599,CLE,LAC,CLE,320,total,,240,46,83,10,23,24,31,,12,32,44,23,30,9,19,3,1,126
20150116CLELAC,0021400599,CLE,LAC,LAC,-400,total,,240,43,91,10,29,25,36,,17,26,43,26,21,9,13,1,3,121
20150117INDCHA,0021400600,IND,CHA,IND,-140,total,,265,30,84,2,21,9,13,,7,49,56,18,23,5,19,10,5,71
20150117INDCHA,0021400600,IND,CHA,CHA,120,total,,265,31,101,2,15,16,25,,14,44,58,16,16,7,7,5,10,80
20150117PHIDET,0021400601,PHI,DET,PHI,800,total,,240,38,82,7,28,6,7,,10,32,42,24,16,10,22,5,5,89
20150117PHIDET,0021400601,PHI,DET,DET,-1200,total,,240,38,88,15,35,16,19,,18,29,47,27,16,16,16,5,5,107
20150117ATLCHI,0021400602,ATL,CHI,ATL,-160,total,,240,40,84,11,26,16,21,,9,31,40,31,19,10,9,7,5,107
20150117ATLCHI,0021400602,ATL,CHI,CHI,140,total,,240,37,80,9,26,16,20,,7,36,43,25,21,5,13,5,7,99
20150117GSWHOU,0021400603,GSW,HOU,GSW,110,total,,240,50,91,9,22,22,33,,12,37,49,32,21,11,14,11,2,131
20150117GSWHOU,0021400603,GSW,HOU,HOU,-130,total,,240,37,88,7,23,25,34,,10,29,39,22,24,10,17,2,11,106
20150117PORMEM,0021400604,POR,MEM,POR,125,total,,240,36,93,13,36,13,15,,15,25,40,20,22,7,7,5,4,98
20150117PORMEM,0021400604,POR,MEM,MEM,-145,total,,240,39,77,8,15,16,24,,11,39,50,21,18,4,14,4,5,102
20150117WASBKN,0021400605,WAS,BKN,WAS,-240,total,,240,40,77,5,16,14,27,,13,36,49,23,15,7,13,5,0,99
20150117WASBKN,0021400605,WAS,BKN,BKN,200,total,,240,36,82,4,17,14,18,,11,29,40,17,20,6,10,0,5,90
20150117MINDEN,0021400606,MIN,DEN,MIN,600,total,,240,43,80,8,19,19,21,,8,35,43,24,18,6,15,5,4,113
20150117MINDEN,0021400606,MIN,DEN,DEN,-900,total,,240,38,92,10,31,19,22,,13,26,39,21,20,10,10,4,5,105
20150117LACSAC,0021400607,LAC,SAC,LAC,-550,total,,240,44,92,9,28,20,31,,11,23,34,24,22,7,5,6,2,117
20150117LACSAC,0021400607,LAC,SAC,SAC,425,total,,240,41,89,5,18,21,26,,22,32,54,18,25,3,17,2,6,108
20150118NOPTOR,0021400608,NOP,TOR,NOP,500,total,,240,39,82,5,17,12,20,,11,30,41,19,20,8,17,2,5,95
20150118NOPTOR,0021400608,NOP,TOR,TOR,-700,total,,240,31,72,7,25,24,29,,7,30,37,18,18,9,15,5,2,93
20150118OKCORL,0021400609,OKC,ORL,OKC,400,total,,240,48,83,9,25,22,32,,10,44,54,28,24,12,20,5,2,127
20150118OKCORL,0021400609,OKC,ORL,ORL,-500,total,,240,35,88,8,23,21,27,,10,23,33,18,29,9,18,2,5,99
20150118UTASAS,0021400610,UTA,SAS,UTA,700,total,,240,28,84,3,10,10,16,,12,36,48,23,17,7,12,13,6,69
20150118UTASAS,0021400610,UTA,SAS,SAS,-1000,total,,240,31,80,8,17,19,23,,11,38,49,23,14,8,10,6,13,89
20150119MINCHA,0021400611,MIN,CHA,MIN,200,total,,240,29,80,6,19,16,20,,10,32,42,16,20,7,16,6,3,80
20150119MINCHA,0021400611,MIN,CHA,CHA,-240,total,,240,40,89,12,22,13,19,,10,37,47,27,20,8,10,3,6,105
20150119PHIWAS,0021400612,PHI,WAS,PHI,1000,total,,240,28,85,6,24,14,23,,10,20,30,19,17,11,16,4,5,76
20150119PHIWAS,0021400612,PHI,WAS,WAS,-2000,total,,240,45,81,7,13,14,18,,13,40,53,26,22,8,22,5,4,111
20150119DETATL,0021400613,DET,ATL,DET,290,total,,240,29,82,9,35,15,26,,20,41,61,17,17,6,18,2,1,82
20150119DETATL,0021400613,DET,ATL,ATL,-350,total,,240,37,84,9,30,10,14,,5,37,42,31,19,8,10,1,2,93
20150119BOSLAC,0021400614,BOS,LAC,BOS,750,total,,240,33,84,12,29,15,21,,12,31,43,24,14,6,13,2,10,93
20150119BOSLAC,0021400614,BOS,LAC,LAC,-1100,total,,240,39,82,9,21,15,19,,10,34,44,27,14,6,11,10,2,102
20150119DENGSW,0021400615,DEN,GSW,DEN,1000,total,,240,30,87,7,24,12,19,,8,31,39,17,19,9,16,3,6,79
20150119DENGSW,0021400615,DEN,GSW,GSW,-1800,total,,240,44,81,13,27,21,27,,7,46,53,30,14,10,13,6,3,122
20150119DALMEM,0021400616,DAL,MEM,DAL,120,total,,240,34,76,10,25,25,33,,12,30,42,17,22,6,13,3,4,103
20150119DALMEM,0021400616,DAL,MEM,MEM,-140,total,,240,36,85,3,22,20,22,,9,33,42,17,23,8,13,4,3,95
20150119INDHOU,0021400617,IND,HOU,IND,450,total,,240,39,85,6,27,14,18,,11,32,43,21,21,12,19,0,2,98
20150119INDHOU,0021400617,IND,HOU,HOU,-600,total,,240,37,72,12,31,24,33,,7,32,39,26,19,13,19,2,0,110
20150119NOPNYK,0021400618,NOP,NYK,NOP,165,total,,240,35,84,8,27,14,20,,20,30,50,13,17,1,9,1,8,92
20150119NOPNYK,0021400618,NOP,NYK,NYK,-185,total,,240,38,78,10,23,13,17,,9,25,34,22,14,2,4,8,1,99
20150119TORMIL,0021400619,TOR,MIL,TOR,100,total,,240,36,90,6,24,14,24,,20,34,54,17,20,9,15,5,5,92
20150119TORMIL,0021400619,TOR,MIL,MIL,-120,total,,240,34,76,5,18,16,25,,11,32,43,22,22,12,16,5,5,89
20150119CHICLE,0021400620,CHI,CLE,CHI,170,total,,240,30,80,8,16,26,32,,11,29,40,12,16,5,8,9,4,94
20150119CHICLE,0021400620,CHI,CLE,CLE,-200,total,,240,41,90,8,18,18,25,,20,34,54,20,19,5,12,4,9,108
20150119SACPOR,0021400621,SAC,POR,SAC,450,total,,240,34,76,4,12,22,30,,11,42,53,13,22,8,21,5,3,94
20150119SACPOR,0021400621,SAC,POR,POR,-600,total,,240,35,88,11,36,17,26,,9,26,35,21,21,16,13,3,5,98
20150119LALPHX,0021400622,LAL,PHX,LAL,450,total,,240,34,75,8,17,24,35,,13,33,46,24,20,9,23,3,7,100
20150119LALPHX,0021400622,LAL,PHX,PHX,-600,total,,240,43,86,13,32,16,22,,10,31,41,23,22,16,15,7,3,115
20150120OKCMIA,0021400623,OKC,MIA,OKC,270,total,,240,41,92,6,26,6,10,,12,30,42,15,23,11,11,3,2,94
20150120OKCMIA,0021400623,OKC,MIA,MIA,-330,total,,240,32,68,8,22,14,19,,4,32,36,20,16,4,19,2,3,86
20150120SASDEN,0021400624,SAS,DEN,SAS,-450,total,,240,38,84,11,27,22,27,,14,30,44,27,27,10,16,6,0,109
20150120SASDEN,0021400624,SAS,DEN,DEN,350,total,,240,37,79,5,14,20,29,,12,30,42,26,23,7,16,0,6,99
20150121MIACHA,0021400625,MIA,CHA,MIA,210,total,,240,29,84,5,18,13,15,,10,31,41,14,22,7,7,8,8,76
20150121MIACHA,0021400625,MIA,CHA,CHA,-250,total,,240,27,80,4,19,20,30,,20,36,56,19,16,3,14,8,8,78
20150121UTACLE,0021400626,UTA,CLE,UTA,425,total,,240,35,84,8,22,14,18,,16,26,42,24,22,9,17,1,4,92
20150121UTACLE,0021400626,UTA,CLE,CLE,-550,total,,240,42,81,5,24,17,25,,15,30,45,24,12,15,13,4,1,106
20150121NYKPHI,0021400627,NYK,PHI,NYK,-150,total,,240,37,91,7,20,17,20,,18,34,52,26,22,6,11,6,13,98
20150121NYKPHI,0021400627,NYK,PHI,PHI,130,total,,240,29,79,8,23,25,32,,15,28,43,20,19,7,14,13,6,91
20150121INDATL,0021400628,IND,ATL,IND,500,total,,240,31,78,5,25,24,26,,10,32,42,22,21,7,18,2,3,91
20150121INDATL,0021400628,IND,ATL,ATL,-700,total,,240,39,78,13,29,19,26,,9,34,43,30,23,12,16,3,2,110
20150121ORLDET,0021400629,ORL,DET,ORL,310,total,,240,48,97,6,15,16,16,,13,29,42,29,21,9,14,5,5,118
20150121ORLDET,0021400629,ORL,DET,DET,-370,total,,240,49,94,10,24,20,24,,11,34,45,35,17,10,15,5,5,128
20150121TORMEM,0021400630,TOR,MEM,TOR,210,total,,240,27,85,5,28,27,32,,21,29,50,14,25,6,14,6,8,86
20150121TORMEM,0021400630,TOR,MEM,MEM,-250,total,,240,34,74,1,7,23,29,,9,36,45,15,24,6,13,8,6,92
20150121DALMIN,0021400631,DAL,MIN,DAL,-500,total,,240,39,76,11,27,9,14,,6,36,42,26,13,6,10,3,1,98
20150121DALMIN,0021400631,DAL,MIN,MIN,400,total,,240,31,89,2,15,11,15,,16,27,43,22,11,6,10,1,3,75
20150121LALNOP,0021400632,LAL,NOP,LAL,260,total,,240,28,77,6,20,18,21,,10,31,41,16,21,12,16,4,5,80
20150121LALNOP,0021400632,LAL,NOP,NOP,-320,total,,240,38,83,3,16,17,21,,10,35,45,21,12,8,15,5,4,96
20150121OKCWAS,0021400633,OKC,WAS,OKC,-110,total,,265,40,102,6,29,19,23,,11,46,57,21,21,5,10,5,3,105
20150121OKCWAS,0021400633,OKC,WAS,WAS,-110,total,,265,38,100,7,30,20,26,,13,45,58,23,20,8,9,3,5,103
20150121PORPHX,0021400634,POR,PHX,POR,260,total,,240,39,87,13,32,22,28,,10,34,44,21,18,8,14,4,1,113
20150121PORPHX,0021400634,POR,PHX,PHX,-320,total,,240,47,92,9,27,15,24,,11,39,50,24,21,11,13,1,4,118
20150121BKNSAC,0021400635,BKN,SAC,BKN,200,total,,240,37,79,5,20,24,30,,10,33,43,22,24,7,14,6,2,103
20150121BKNSAC,0021400635,BKN,SAC,SAC,-240,total,,240,39,84,5,18,17,24,,10,32,42,22,19,5,14,2,6,100
20150121HOUGSW,0021400636,HOU,GSW,HOU,310,total,,240,37,87,13,32,26,31,,17,29,46,23,22,9,19,3,9,113
20150121HOUGSW,0021400636,HOU,GSW,GSW,-380,total,,240,49,98,13,29,15,18,,16,30,46,26,23,13,16,9,3,126
20150122SASCHI,0021400637,SAS,CHI,SAS,-240,total,,240,30,81,6,21,15,18,,9,30,39,17,24,4,12,5,8,81
20150122SASCHI,0021400637,SAS,CHI,CHI,200,total,,240,36,76,6,19,26,32,,8,38,46,19,16,7,10,8,5,104
20150122UTAMIL,0021400638,UTA,MIL,UTA,320,total,,240,32,71,14,31,23,28,,12,31,43,25,15,9,22,3,5,101
20150122UTAMIL,0021400638,UTA,MIL,MIL,-400,total,,240,42,92,5,13,10,12,,15,25,40,26,25,11,12,5,3,99
20150122BOSPOR,0021400639,BOS,POR,BOS,250,total,,240,39,87,7,19,5,7,,10,37,47,23,19,8,16,5,6,90
20150122BOSPOR,0021400639,BOS,POR,POR,-300,total,,240,33,89,9,28,14,19,,13,32,45,16,13,8,10,6,5,89
20150122BKNLAC,0021400640,BKN,LAC,BKN,800,total,,240,33,88,4,21,14,25,,15,25,40,17,14,11,12,3,9,84
20150122BKNLAC,0021400640,BKN,LAC,LAC,-1200,total,,240,49,83,11,25,14,21,,9,39,48,41,17,8,14,9,3,123
20150123TORPHI,0021400641,TOR,PHI,TOR,-1200,total,,240,33,80,6,24,19,24,,13,29,42,19,17,11,14,5,6,91
20150123TORPHI,0021400641,TOR,PHI,PHI,800,total,,240,31,81,9,29,15,18,,15,33,48,21,19,9,18,6,5,86
20150123OKCATL,0021400642,OKC,ATL,OKC,150,total,,240,36,87,10,26,11,18,,9,27,36,23,16,11,11,7,5,93
20150123OKCATL,0021400642,OKC,ATL,ATL,-170,total,,240,40,83,10,25,13,13,,10,37,47,27,13,6,16,5,7,103
20150123CHACLE,0021400643,CHA,CLE,CHA,450,total,,240,36,89,2,16,16,24,,12,30,42,27,22,6,11,5,5,90
20150123CHACLE,0021400643,CHA,CLE,CLE,-600,total,,240,46,89,15,28,22,28,,11,45,56,29,19,7,11,5,5,129
20150123INDMIA,0021400644,IND,MIA,IND,135,total,,240,32,78,3,15,20,23,,8,29,37,14,22,9,18,3,0,87
20150123INDMIA,0021400644,IND,MIA,MIA,-155,total,,240,36,75,4,17,13,15,,4,32,36,20,25,8,16,0,3,89
20150123ORLNYK,0021400645,ORL,NYK,ORL,-150,total,,240,44,87,7,27,11,19,,8,31,39,27,19,10,14,4,4,106
20150123ORLNYK,0021400645,ORL,NYK,NYK,130,total,,240,43,91,10,25,17,21,,12,37,49,29,18,6,14,4,4,113
20150123CHIDAL,0021400646,CHI,DAL,CHI,200,total,,240,38,78,9,16,17,20,,15,32,47,22,18,8,21,5,8,102
20150123CHIDAL,0021400646,CHI,DAL,DAL,-240,total,,240,37,82,6,18,18,18,,9,21,30,16,16,12,12,8,5,98
20150123NOPMIN,0021400647,NOP,MIN,NOP,220,total,,240,40,80,3,4,9,14,,6,31,37,17,16,7,13,9,4,92
20150123NOPMIN,0021400647,NOP,MIN,MIN,-260,total,,240,35,84,2,9,12,17,,9,29,38,27,18,3,13,4,9,84
20150123LALSAS,0021400648,LAL,SAS,LAL,1275,total,,240,33,83,5,13,14,20,,8,32,40,18,21,4,8,4,4,85
20150123LALSAS,0021400648,LAL,SAS,SAS,-2100,total,,240,36,84,7,24,20,27,,12,40,52,19,16,5,10,4,4,99
20150123BOSDEN,0021400649,BOS,DEN,BOS,230,total,,240,37,75,9,21,17,27,,8,33,41,20,24,8,14,6,2,100
20150123BOSDEN,0021400649,BOS,DEN,DEN,-270,total,,240,37,89,6,21,19,26,,17,31,48,20,19,8,12,2,6,99
20150123HOUPHX,0021400650,HOU,PHX,HOU,110,total,,240,44,84,10,27,15,20,,6,35,41,24,21,7,14,6,6,113
20150123HOUPHX,0021400650,HOU,PHX,PHX,-130,total,,240,42,91,10,30,17,24,,13,31,44,21,23,4,12,6,6,111
20150123SACGSW,0021400651,SAC,GSW,SAC,1350,total,,240,34,82,4,17,29,34,,11,32,43,19,17,12,19,3,8,101
20150123SACGSW,0021400651,SAC,GSW,GSW,-2500,total,,240,45,94,17,40,19,22,,12,34,46,32,22,13,17,8,3,126
20150124NYKCHA,0021400652,NYK,CHA,NYK,400,total,,240,28,79,6,15,9,18,,14,40,54,20,28,4,14,6,13,71
20150124NYKCHA,0021400652,NYK,CHA,CHA,-500,total,,240,25,76,2,7,24,37,,10,31,41,9,19,7,9,13,6,76
20150124DETMIL,0021400653,DET,MIL,DET,-150,total,,240,31,86,6,25,18,25,,16,30,46,14,14,11,19,2,6,86
20150124DETMIL,0021400653,DET,MIL,MIL,130,total,,240,41,81,11,17,8,10,,9,36,45,33,21,6,20,6,2,101
20150124PHIMEM,0021400654,PHI,MEM,PHI,1700,total,,240,31,81,9,24,12,22,,15,33,48,18,19,7,23,2,7,83
20150124PHIMEM,0021400654,PHI,MEM,MEM,-7000,total,,240,37,79,6,14,21,25,,9,38,47,24,20,10,18,7,2,101
20150124BKNUTA,0021400655,BKN,UTA,BKN,155,total,,240,29,75,5,15,10,16,,8,21,29,17,17,10,17,9,5,73
20150124BKNUTA,0021400655,BKN,UTA,UTA,-175,total,,240,42,79,13,29,11,14,,6,37,43,23,13,9,15,5,9,108
20150124WASPOR,0021400656,WAS,POR,WAS,-160,total,,240,40,82,5,15,11,14,,2,39,41,24,19,8,12,3,1,96
20150124WASPOR,0021400656,WAS,POR,POR,140,total,,240,35,87,13,31,20,20,,8,36,44,22,14,8,12,1,3,103
20150125MIACHI,0021400657,MIA,CHI,MIA,290,total,,240,38,84,1,13,19,23,,13,41,54,19,15,6,10,13,10,96
20150125MIACHI,0021400657,MIA,CHI,CHI,-350,total,,240,31,87,7,24,15,19,,14,29,43,15,16,5,9,10,13,84
20150125OKCCLE,0021400658,OKC,CLE,OKC,140,total,,240,37,94,10,30,14,18,,10,32,42,26,23,6,8,6,8,98
20150125OKCCLE,0021400658,OKC,CLE,CLE,-160,total,,240,36,82,16,36,20,29,,11,37,48,17,14,5,11,8,6,108
20150125LACPHX,0021400659,LAC,PHX,LAC,-145,total,,240,43,87,10,23,24,36,,14,36,50,28,20,7,11,5,8,120
20150125LACPHX,0021400659,LAC,PHX,PHX,125,total,,240,34,80,10,29,22,27,,5,26,31,23,25,5,11,8,5,100
20150125DALNOP,0021400660,DAL,NOP,DAL,-165,total,,240,39,81,9,24,19,25,,13,25,38,20,19,5,9,6,3,106
20150125DALNOP,0021400660,DAL,NOP,NOP,145,total,,240,40,79,8,17,21,25,,11,29,40,27,25,9,9,3,6,109
20150125MINATL,0021400661,MIN,ATL,MIN,2000,total,,240,37,71,6,16,20,25,,11,26,37,24,18,4,13,2,5,100
20150125MINATL,0021400661,MIN,ATL,ATL,-7000,total,,240,45,80,10,28,12,18,,8,21,29,30,20,8,10,5,2,112
20150125INDORL,0021400662,IND,ORL,IND,-125,total,,240,43,83,8,20,12,18,,9,38,47,27,23,8,14,5,5,106
20150125INDORL,0021400662,IND,ORL,ORL,105,total,,240,38,78,6,17,17,23,,3,30,33,22,21,7,12,5,5,99
20150125MILSAS,0021400663,MIL,SAS,MIL,600,total,,240,39,82,8,17,9,13,,13,29,42,29,26,12,17,5,6,95
20150125MILSAS,0021400663,MIL,SAS,SAS,-800,total,,240,35,83,5,22,26,30,,14,27,41,22,17,9,15,6,5,101
20150125DETTOR,0021400664,DET,TOR,DET,300,total,,240,41,90,12,34,16,23,,14,30,44,24,21,5,14,2,5,110
20150125DETTOR,0021400664,DET,TOR,TOR,-360,total,,240,43,81,5,15,23,29,,6,31,37,23,21,9,8,5,2,114
20150125BOSGSW,0021400665,BOS,GSW,BOS,2000,total,,240,41,95,10,28,19,27,,13,35,48,23,21,5,14,3,3,111
20150125BOSGSW,0021400665,BOS,GSW,GSW,-9900,total,,240,42,89,8,23,22,25,,9,38,47,29,20,9,13,3,3,114
20150125WASDEN,0021400666,WAS,DEN,WAS,-160,total,,265,48,90,4,14,17,23,,10,40,50,29,27,5,17,2,3,117
20150125WASDEN,0021400666,WAS,DEN,DEN,140,total,,265,41,101,12,29,21,28,,14,31,45,26,24,7,9,3,2,115
20150125HOULAL,0021400667,HOU,LAL,HOU,-450,total,,240,35,87,13,44,16,21,,11,35,46,22,23,13,14,4,2,99
20150125HOULAL,0021400667,HOU,LAL,LAL,350,total,,240,34,79,1,13,18,25,,13,40,53,20,18,4,21,2,4,87
20150126ORLMEM,0021400670,ORL,MEM,ORL,750,total,,240,37,78,4,12,16,25,,13,31,44,14,22,8,17,3,6,94
20150126ORLMEM,0021400670,ORL,MEM,MEM,-1100,total,,240,36,76,7,18,24,26,,7,32,39,25,17,11,15,6,3,103
20150126PHINOP,0021400671,PHI,NOP,PHI,0,total,,240,28,81,2,15,16,21,,13,25,38,15,19,7,12,9,11,74
20150126PHINOP,0021400671,PHI,NOP,NOP,-3000,total,,240,39,86,7,16,14,19,,17,35,52,28,17,10,11,11,9,99
20150126MINOKC,0021400672,MIN,OKC,MIN,900,total,,240,29,85,2,13,24,32,,15,35,50,13,17,9,13,5,11,84
20150126MINOKC,0021400672,MIN,OKC,OKC,-1600,total,,240,36,86,4,20,16,24,,14,38,52,17,23,9,15,11,5,92
20150126BOSUTA,0021400673,BOS,UTA,BOS,280,total,,240,35,74,8,19,21,23,,5,32,37,18,15,8,14,3,10,99
20150126BOSUTA,0021400673,BOS,UTA,UTA,-340,total,,240,35,82,9,24,11,19,,10,29,39,18,23,9,14,10,3,90
20150126DENLAC,0021400674,DEN,LAC,DEN,1000,total,,240,40,83,8,21,10,15,,8,30,38,26,15,7,10,4,8,98
20150126DENLAC,0021400674,DEN,LAC,LAC,-2000,total,,240,38,80,7,19,19,22,,10,35,45,25,17,10,13,8,4,102
20150127TORIND,0021400675,TOR,IND,TOR,-155,total,,240,34,73,9,26,27,34,,8,34,42,21,27,9,10,6,3,104
20150127TORIND,0021400675,TOR,IND,IND,135,total,,240,34,82,7,18,16,23,,11,32,43,22,22,4,14,3,6,91
20150127CLEDET,0021400676,CLE,DET,CLE,-420,total,,240,39,93,9,34,16,17,,13,34,47,19,20,9,9,4,8,103
20150127CLEDET,0021400676,CLE,DET,DET,340,total,,240,35,83,8,24,17,23,,16,35,51,21,17,4,18,8,4,95
20150127MILMIA,0021400677,MIL,MIA,MIL,110,total,,240,39,71,9,16,22,30,,4,30,34,25,22,7,12,3,1,109
20150127MILMIA,0021400677,MIL,MIA,MIA,-130,total,,240,38,75,7,20,19,26,,5,28,33,20,23,5,12,1,3,102
20150127MEMDAL,0021400678,MEM,DAL,MEM,210,total,,240,42,79,10,21,15,20,,9,31,40,23,17,6,13,0,3,109
20150127MEMDAL,0021400678,MEM,DAL,DAL,-250,total,,240,38,78,7,26,7,10,,8,27,35,20,20,8,16,3,0,90
20150127CHIGSW,0021400679,CHI,GSW,CHI,525,total,,265,42,98,8,29,21,23,,19,42,61,19,18,6,21,6,2,113
20150127CHIGSW,0021400679,CHI,GSW,GSW,-750,total,,265,48,113,9,33,6,12,,15,33,48,31,15,9,13,2,6,111
