20150130	LAC	NOP
20150130	DAL	MIA
20150130	GSW	UTA
20150130	CHI	PHX
20150131	SAC	IND
20150131	DAL	ORL
20150131	TOR	WAS
20150131	PHI	ATL
20150131	HOU	DET
20150131	OKC	MEM
20150131	CLE	MIN
20150131	POR	MIL
20150131	CHA	DEN
20150131	LAC	SAS
20150131	PHX	GSW
20150201	MIA	BOS
20150201	LAL	NYK
20150202	PHI	CLE
20150202	CHA	WAS
20150202	LAC	BKN
20150202	MIL	TOR
20150202	ATL	NOP
20150202	ORL	OKC
20150202	MIN	DAL
20150202	MEM	PHX
20150203	DEN	PHI
20150203	MIA	DET
20150203	BOS	NYK
20150203	UTA	POR
20150203	GSW	SAC
20150204	DET	IND
20150204	WAS	ATL
20150204	DEN	BOS
20150204	BKN	TOR
20150204	CHI	HOU
20150204	LAL	MIL
20150204	MIA	MIN
20150204	OKC	NOP
20150204	ORL	SAS
20150204	MEM	UTA
20150204	DAL	GSW
20150205	WAS	CHA
20150205	LAC	CLE
20150205	DAL	SAC
20150205	PHX	POR
20150206	NYK	BKN
20150206	CLE	IND
20150206	LAL	ORL
20150206	LAC	TOR
20150206	GSW	ATL
20150206	PHI	BOS
20150206	DEN	DET
20150206	MIL	HOU
20150206	MEM	MIN
20150206	NOP	OKC
20150206	UTA	PHX
20150206	MIA	SAS
20150207	CHI	NOP
20150207	BKN	WAS
20150207	GSW	NYK
20150207	CHA	PHI
20150207	POR	DAL
20150207	BOS	MIL
20150207	SAC	UTA
20150208	LAC	OKC
20150208	LAL	CLE
20150208	ATL	MEM
20150208	IND	CHA
20150208	MIN	DET
20150208	CHI	ORL
20150208	POR	HOU
20150208	SAS	TOR
20150208	PHX	SAC
20150209	SAS	IND
20150209	GSW	PHI
20150209	ORL	WAS
20150209	NYK	MIA
20150209	BKN	MIL
20150209	ATL	MIN
20150209	UTA	NOP
20150209	LAC	DAL
20150209	OKC	DEN
20150210	DET	CHA
20150210	HOU	PHX
20150210	SAC	CHI
20150210	BKN	MEM
20150210	DEN	LAL
20150211	NYK	ORL
20150211	ATL	BOS
20150211	SAS	DET
20150211	WAS	TOR
20150211	SAC	MIL
20150211	GSW	MIN
20150211	IND	NOP
20150211	MEM	OKC
20150211	MIA	CLE
20150211	UTA	DAL
20150211	LAL	POR
20150211	HOU	LAC
20150212	CLE	CHI
20150219	DAL	OKC
20150219	SAS	LAC
20150220	NOP	ORL
20150220	IND	PHI
20150220	TOR	ATL
20150220	CHI	DET
20150220	MIA	NYK
20150220	PHX	MIN
20150220	CLE	WAS
20150220	HOU	DAL
20150220	DEN	MIL
20150220	POR	UTA
20150220	BOS	SAC
20150220	SAS	GSW
20150220	BKN	LAL
20150221	OKC	CHA
20150221	NOP	MIA
20150221	PHX	CHI
20150221	TOR	HOU
20150221	SAC	LAC
20150222	CLE	NYK
20150222	ATL	MIL
20150222	WAS	DET
20150222	GSW	IND
20150222	PHI	ORL
20150222	DEN	OKC
20150222	CHA	DAL
20150222	MEM	POR
20150222	BOS	LAL
20150223	PHI	MIA
20150223	MIL	CHI
20150223	MIN	HOU
20150223	TOR	NOP
20150223	BKN	DEN
20150223	BOS	PHX
20150223	SAS	UTA
20150223	MEM	LAC
20150224	GSW	WAS
20150224	CLE	DET
20150224	IND	OKC
20150224	TOR	DAL
20150225	MIA	ORL
20150225	DAL	ATL
20150225	NYK	BOS
20150225	CHA	CHI
20150225	LAC	HOU
20150225	PHI	MIL
20150225	WAS	MIN
20150225	BKN	NOP
20150225	PHX	DEN
20150225	LAL	UTA
20150225	MEM	SAC
20150225	SAS	POR
20150226	GSW	CLE
20150226	OKC	PHX
20150227	CLE	IND
20150227	WAS	PHI
20150227	ORL	ATL
20150227	CHA	BOS
20150227	NYK	DET
20150227	GSW	TOR
20150227	MIN	CHI
20150227	BKN	HOU
20150227	LAC	MEM
20150227	MIA	NOP
20150227	UTA	DEN
20150227	SAS	SAC
20150227	MIL	LAL
20150227	OKC	POR
20150228	DET	WAS
20150228	ATL	MIA
20150228	TOR	NYK
20150228	MEM	MIN
20150228	BKN	DAL
20150228	SAS	PHX
20150228	MIL	UTA
20150301	LAC	CHI
20150301	CLE	HOU
20150301	POR	SAC
20150301	GSW	BOS
20150301	PHI	IND
20150301	CHA	ORL
20150301	OKC	LAL
20150301	NOP	DEN
